order_id,order_date,customer_id,customer_age,region,sales_channel,product_name,category,quantity,unit_price,discount_rate,revenue,cost,campaign,payment_method,delivery_days,customer_rating,returned,gross_profit,gross_margin,month,age_group,returned_flag
ORD-00958,2025-12-25,C1070,42,South,Retail Store,Laptop Stand,Office,2,1352.14,0.1,2433.85,1703.7,Email Offer,Cash,3,4,No,730.15,0.3,2025-12,35-44,0
ORD-00959,2025-12-19,C1044,41,West,Mobile App,Mechanical Keyboard,Accessories,1,3714.88,0.2,2971.9,2600.41,Email Offer,UPI,3,2,No,371.49,0.125,2025-12,35-44,0
ORD-00960,2026-02-09,C1254,19,East,Website,Smart Watch,Wearables,3,6097.68,0.0,18293.04,13719.79,Referral,Debit Card,5,4,No,4573.25,0.25,2026-02,18-24,0
ORD-00961,2026-03-12,C1027,59,South,Mobile App,Laptop Stand,Office,5,1383.34,0.2,5533.36,4357.54,Email Offer,Debit Card,2,3,No,1175.82,0.2125,2026-03,55+,0
ORD-00962,2026-01-19,C1103,48,North,Website,Portable Speaker,Audio,1,2129.59,0.1,1916.63,1554.6,Festive Sale,Debit Card,4,4,Yes,362.03,0.1889,2026-01,45-54,1
ORD-00963,2025-12-23,C1178,34,East,Website,Webcam Pro,Office,1,2822.58,0.2,2258.06,2004.03,Email Offer,UPI,3,4,No,254.03,0.1125,2025-12,25-34,0
ORD-00964,2026-02-17,C1192,22,North,Website,Mechanical Keyboard,Accessories,1,3260.74,0.0,3260.74,2282.52,Search Ads,UPI,7,3,No,978.22,0.3,2026-02,18-24,0
ORD-00965,2025-01-05,C1236,58,East,Retail Store,Wireless Mouse,Accessories,2,815.12,0.05,1548.73,1124.87,Organic,Credit Card,4,5,No,423.86,0.2737,2025-01,55+,0
ORD-00966,2025-04-13,C1368,23,South,Website,Bluetooth Headphones,Audio,4,2383.13,0.15,8102.64,6863.43,Email Offer,Net Banking,4,4,No,1239.21,0.1529,2025-04,18-24,0
ORD-00967,2026-02-23,C1032,46,West,Mobile App,Smart Watch,Wearables,1,6168.08,0.1,5551.27,4626.06,Influencer,Cash,4,3,Yes,925.21,0.1667,2026-02,45-54,1
ORD-00968,2025-10-22,C1117,28,North,Mobile App,Smart Watch,Wearables,1,6244.99,0.05,5932.74,4683.75,Referral,Cash,5,4,No,1248.99,0.2105,2025-10,25-34,0
ORD-00969,2025-07-31,C1350,34,South,Website,Laptop Stand,Office,3,1196.53,0.05,3410.11,2261.44,Organic,UPI,5,3,No,1148.67,0.3368,2025-07,25-34,0
ORD-00970,2025-11-14,C1395,41,North,Mobile App,Webcam Pro,Office,3,2911.86,0.1,7862.02,6202.26,Festive Sale,Cash,4,5,No,1659.76,0.2111,2025-11,35-44,0
ORD-00971,2025-05-15,C1161,52,West,Website,Mechanical Keyboard,Accessories,3,3646.47,0.2,8751.53,7657.58,Email Offer,Net Banking,3,5,No,1093.95,0.125,2025-05,45-54,0
ORD-00972,2025-08-27,C1073,42,East,Retail Store,Portable Speaker,Audio,3,2182.17,0.25,4909.88,4778.96,Email Offer,Debit Card,3,4,Yes,130.92,0.0267,2025-08,35-44,1
ORD-00973,2025-07-15,C1095,31,West,Website,USB-C Hub,Accessories,1,1927.24,0.05,1830.88,1271.98,Search Ads,Net Banking,5,2,No,558.9,0.3053,2025-07,25-34,0
ORD-00974,2025-07-20,C1311,49,East,Retail Store,USB-C Hub,Accessories,3,1804.79,0.1,4872.93,3573.49,Search Ads,Net Banking,5,4,No,1299.44,0.2667,2025-07,45-54,0
ORD-00975,2025-12-07,C1149,27,East,Retail Store,Wireless Mouse,Accessories,1,796.02,0.1,716.42,549.25,Influencer,Debit Card,4,3,No,167.17,0.2333,2025-12,25-34,0
ORD-00976,2025-11-20,C1067,51,East,Mobile App,USB-C Hub,Accessories,2,1784.1,0.15,3032.97,2355.01,Organic,Credit Card,2,3,No,677.96,0.2235,2025-11,45-54,0
ORD-00977,2025-07-09,C1353,32,North,Website,Portable Speaker,Audio,1,2355.42,0.05,2237.65,1719.46,Search Ads,Debit Card,1,5,No,518.19,0.2316,2025-07,25-34,0
ORD-00978,2025-10-12,C1118,63,East,Mobile App,Mechanical Keyboard,Accessories,4,3539.46,0.1,12742.06,9910.49,Influencer,Net Banking,1,4,No,2831.57,0.2222,2025-10,55+,0
ORD-00979,2025-10-16,C1042,51,North,Website,Portable Speaker,Audio,3,2242.49,0.15,5718.35,4911.05,Search Ads,UPI,7,4,No,807.3,0.1412,2025-10,45-54,0
ORD-00980,2025-08-19,C1031,48,South,Mobile App,Webcam Pro,Office,1,3165.88,0.05,3007.59,2247.77,Referral,Debit Card,1,3,No,759.82,0.2526,2025-08,45-54,0
ORD-00981,2026-02-27,C1275,30,South,Mobile App,Portable Speaker,Audio,4,2235.86,0.15,7601.92,6528.72,Referral,Debit Card,6,5,No,1073.2,0.1412,2026-02,25-34,0
ORD-00982,2026-01-11,C1006,37,South,Mobile App,Wireless Mouse,Accessories,1,824.65,0.25,618.49,569.01,Email Offer,UPI,3,3,No,49.48,0.08,2026-01,35-44,0
ORD-00983,2025-11-30,C1305,46,North,Website,Webcam Pro,Office,3,3025.52,0.25,6807.42,6444.35,Email Offer,Cash,4,5,No,363.07,0.0533,2025-11,45-54,0
ORD-00984,2025-08-21,C1283,48,South,Mobile App,Laptop Stand,Office,1,1375.43,0.1,1237.89,866.52,Festive Sale,Net Banking,5,4,No,371.37,0.3,2025-08,45-54,0
ORD-00985,2025-10-09,C1018,59,West,Mobile App,Wireless Mouse,Accessories,1,841.96,0.1,757.76,580.95,Organic,Credit Card,1,3,No,176.81,0.2333,2025-10,55+,0
ORD-00986,2025-09-12,C1387,41,North,Website,Bluetooth Headphones,Audio,1,2393.05,0.05,2273.4,1722.99,Influencer,Debit Card,2,5,No,550.41,0.2421,2025-09,35-44,0
ORD-00987,2026-01-20,C1356,27,West,Website,Bluetooth Headphones,Audio,1,2614.85,0.15,2222.62,1882.69,Influencer,Credit Card,4,4,No,339.93,0.1529,2026-01,25-34,0
ORD-00988,2025-05-03,C1389,32,North,Website,Wireless Mouse,Accessories,3,740.47,0.1,1999.27,1532.78,Email Offer,Cash,5,5,No,466.49,0.2333,2025-05,25-34,0
ORD-00989,2025-06-13,C1253,19,West,Mobile App,Mechanical Keyboard,Accessories,2,3647.66,0.0,7295.32,5106.72,Organic,UPI,3,4,No,2188.6,0.3,2025-06,18-24,0
ORD-00990,2025-04-17,C1085,43,West,Website,Smart Watch,Wearables,2,6007.78,0.2,9612.45,9011.67,Referral,Cash,4,3,No,600.78,0.0625,2025-04,35-44,0
ORD-00991,2025-05-25,C1101,38,East,Mobile App,Laptop Stand,Office,1,1248.34,0.05,1185.92,786.46,Organic,Cash,3,5,No,399.46,0.3368,2025-05,35-44,0
ORD-00992,2025-11-30,C1106,30,South,Website,Webcam Pro,Office,1,3206.81,0.0,3206.81,2276.84,Influencer,Credit Card,2,5,No,929.97,0.29,2025-11,25-34,0
ORD-00993,2025-10-31,C1130,31,East,Mobile App,Laptop Stand,Office,2,1380.1,0.05,2622.19,1738.93,Organic,Credit Card,4,4,No,883.26,0.3368,2025-10,25-34,0
ORD-00994,2025-09-13,C1147,60,East,Website,Webcam Pro,Office,1,3028.19,0.25,2271.14,2150.01,Email Offer,UPI,5,5,No,121.13,0.0533,2025-09,55+,0
ORD-00995,2025-01-01,C1374,54,North,Retail Store,Wireless Mouse,Accessories,4,791.98,0.0,3167.92,2185.86,Referral,Debit Card,2,5,No,982.06,0.31,2025-01,45-54,0
ORD-00996,2025-02-08,C1234,31,West,Mobile App,Laptop Stand,Office,1,1224.56,0.2,979.65,771.47,Festive Sale,UPI,5,3,No,208.18,0.2125,2025-02,25-34,0
ORD-00997,2025-09-01,C1140,35,North,Website,USB-C Hub,Accessories,2,1958.22,0.15,3328.97,2584.86,Organic,UPI,6,1,No,744.11,0.2235,2025-09,35-44,0
ORD-00998,2025-07-23,C1296,20,North,Website,Webcam Pro,Office,1,3225.92,0.15,2742.03,2290.4,Email Offer,Debit Card,5,4,No,451.63,0.1647,2025-07,18-24,0
ORD-00999,2026-01-04,C1230,18,South,Mobile App,Portable Speaker,Audio,1,2105.7,0.1,1895.13,1537.16,Search Ads,Net Banking,1,5,Yes,357.97,0.1889,2026-01,18-24,1
ORD-01000,2026-02-10,C1192,60,North,Website,Smart Watch,Wearables,1,6041.8,0.25,4531.35,4531.35,Email Offer,Credit Card,2,5,No,0.0,0.0,2026-02,55+,0
ORD-01001,2025-06-14,C1076,61,West,Website,Mechanical Keyboard,Accessories,1,3648.65,0.15,3101.35,2554.06,Referral,UPI,2,5,No,547.29,0.1765,2025-06,55+,0
ORD-01002,2025-11-05,C1176,50,South,Website,Laptop Stand,Office,1,1380.0,0.15,1173.0,869.4,Email Offer,Cash,3,5,No,303.6,0.2588,2025-11,45-54,0
ORD-01003,2025-06-24,C1257,52,South,Retail Store,USB-C Hub,Accessories,3,2014.68,0.25,4533.03,3989.06,Festive Sale,Credit Card,7,2,No,543.97,0.12,2025-06,45-54,0
ORD-01004,2026-01-14,C1268,60,East,Mobile App,Smart Watch,Wearables,1,6418.38,0.1,5776.54,4813.79,Organic,Net Banking,4,5,No,962.75,0.1667,2026-01,55+,0
ORD-01005,2025-12-19,C1259,24,South,Mobile App,Bluetooth Headphones,Audio,1,2299.32,0.05,2184.35,1655.51,Influencer,Debit Card,3,4,No,528.84,0.2421,2025-12,18-24,0
ORD-01006,2026-02-27,C1096,61,North,Retail Store,Smart Watch,Wearables,1,5635.29,0.2,4508.23,4226.47,Festive Sale,Net Banking,2,2,No,281.76,0.0625,2026-02,55+,0
ORD-01007,2025-07-03,C1220,57,North,Mobile App,Webcam Pro,Office,1,2859.1,0.15,2430.23,2029.96,Referral,UPI,3,4,No,400.27,0.1647,2025-07,55+,0
ORD-01008,2025-09-13,C1217,62,East,Website,Mechanical Keyboard,Accessories,2,3650.04,0.15,6205.07,5110.05,Organic,Net Banking,3,4,No,1095.02,0.1765,2025-09,55+,0
ORD-01009,2025-01-14,C1043,33,North,Retail Store,Webcam Pro,Office,2,3019.99,0.2,4831.98,4288.38,Email Offer,Debit Card,5,5,No,543.6,0.1125,2025-01,25-34,0
ORD-01010,2025-05-04,C1049,18,North,Website,Portable Speaker,Audio,2,2239.01,0.15,3806.32,3268.96,Search Ads,UPI,3,5,No,537.36,0.1412,2025-05,18-24,0
ORD-01011,2025-09-17,C1061,62,North,Mobile App,Portable Speaker,Audio,1,2112.17,0.1,1900.95,1541.88,Email Offer,Debit Card,1,4,No,359.07,0.1889,2025-09,55+,0
ORD-01012,2025-11-04,C1128,18,West,Website,Mechanical Keyboard,Accessories,1,3489.0,0.0,3489.0,2442.3,Search Ads,Credit Card,5,4,No,1046.7,0.3,2025-11,18-24,0
ORD-01013,2026-01-31,C1359,25,North,Website,Webcam Pro,Office,1,3101.6,0.15,2636.36,2202.14,Email Offer,UPI,3,2,No,434.22,0.1647,2026-01,25-34,0
ORD-01014,2025-08-13,C1279,24,East,Mobile App,Portable Speaker,Audio,1,2152.66,0.2,1722.13,1571.44,Influencer,Cash,1,4,Yes,150.69,0.0875,2025-08,18-24,1
ORD-01015,2025-12-26,C1125,26,North,Website,Webcam Pro,Office,1,3002.41,0.25,2251.81,2131.71,Email Offer,Cash,2,3,No,120.1,0.0533,2025-12,25-34,0
ORD-01016,2025-07-11,C1287,20,West,Website,Laptop Stand,Office,3,1280.97,0.05,3650.76,2421.04,Organic,Net Banking,3,3,No,1229.72,0.3368,2025-07,18-24,0
ORD-01017,2025-01-06,C1272,18,North,Mobile App,Mechanical Keyboard,Accessories,1,3367.93,0.2,2694.34,2357.55,Influencer,Credit Card,3,4,No,336.79,0.125,2025-01,18-24,0
ORD-01018,2025-04-07,C1278,22,West,Mobile App,Portable Speaker,Audio,1,2245.93,0.15,1909.04,1639.53,Organic,Credit Card,5,3,No,269.51,0.1412,2025-04,18-24,0
ORD-01019,2026-03-17,C1386,44,West,Mobile App,Bluetooth Headphones,Audio,5,2397.87,0.2,9591.48,8632.32,Search Ads,Net Banking,4,5,No,959.16,0.1,2026-03,35-44,0
ORD-01020,2025-01-22,C1116,26,West,Website,Mechanical Keyboard,Accessories,2,3558.59,0.25,5337.88,4982.02,Email Offer,Net Banking,5,4,No,355.86,0.0667,2025-01,25-34,0
ORD-01021,2025-11-27,C1288,23,South,Mobile App,USB-C Hub,Accessories,1,1873.88,0.1,1686.49,1236.76,Email Offer,Net Banking,4,5,No,449.73,0.2667,2025-11,18-24,0
ORD-01022,2025-05-24,C1241,50,East,Website,Portable Speaker,Audio,2,2324.04,0.1,4183.27,3393.09,Referral,Cash,3,4,No,790.18,0.1889,2025-05,45-54,0
ORD-01023,2025-12-22,C1324,22,West,Website,USB-C Hub,Accessories,2,1904.16,0.1,3427.49,2513.5,Organic,Credit Card,4,3,No,913.99,0.2667,2025-12,18-24,0
ORD-01024,2025-06-10,C1266,61,South,Mobile App,Mechanical Keyboard,Accessories,1,3681.36,0.1,3313.22,2576.95,Search Ads,Credit Card,5,4,No,736.27,0.2222,2025-06,55+,0
ORD-01025,2026-01-29,C1237,55,East,Website,USB-C Hub,Accessories,2,1844.66,0.2,2951.46,2434.95,Organic,Credit Card,3,4,No,516.51,0.175,2026-01,55+,0
ORD-01026,2025-11-03,C1368,35,South,Retail Store,Mechanical Keyboard,Accessories,3,3438.33,0.1,9283.49,7220.49,Search Ads,Credit Card,2,5,No,2063.0,0.2222,2025-11,35-44,0
ORD-01027,2025-05-11,C1131,49,East,Website,Bluetooth Headphones,Audio,1,2325.69,0.1,2093.12,1674.5,Email Offer,Net Banking,3,4,No,418.62,0.2,2025-05,45-54,0
ORD-01028,2025-04-12,C1224,42,North,Retail Store,Laptop Stand,Office,2,1217.54,0.15,2069.82,1534.1,Organic,Debit Card,3,4,No,535.72,0.2588,2025-04,35-44,0
ORD-01029,2026-01-25,C1050,61,North,Retail Store,Wireless Mouse,Accessories,1,769.39,0.2,615.51,530.88,Organic,Debit Card,3,4,Yes,84.63,0.1375,2026-01,55+,1
ORD-01030,2025-11-16,C1137,53,East,Website,Laptop Stand,Office,1,1313.68,0.2,1050.94,827.62,Organic,Cash,3,4,No,223.32,0.2125,2025-11,45-54,0
ORD-01031,2025-10-27,C1009,28,South,Website,Mechanical Keyboard,Accessories,4,3522.35,0.15,11975.99,9862.58,Search Ads,UPI,5,2,No,2113.41,0.1765,2025-10,25-34,0
ORD-01032,2025-02-18,C1144,24,West,Website,Smart Watch,Wearables,1,6399.85,0.05,6079.86,4799.89,Search Ads,Cash,4,1,No,1279.97,0.2105,2025-02,18-24,0
ORD-01033,2026-03-17,C1379,42,West,Website,Webcam Pro,Office,1,2971.42,0.25,2228.56,2109.71,Email Offer,Net Banking,6,5,No,118.85,0.0533,2026-03,35-44,0
ORD-01034,2025-08-12,C1361,22,East,Website,Mechanical Keyboard,Accessories,1,3427.88,0.15,2913.7,2399.51,Email Offer,Credit Card,4,4,No,514.19,0.1765,2025-08,18-24,0
ORD-01035,2026-02-08,C1119,42,South,Website,Webcam Pro,Office,1,3102.13,0.1,2791.92,2202.52,Search Ads,UPI,7,4,No,589.4,0.2111,2026-02,35-44,0
ORD-01036,2025-08-20,C1218,23,West,Mobile App,Wireless Mouse,Accessories,1,827.66,0.25,620.74,571.08,Email Offer,Debit Card,4,4,No,49.66,0.08,2025-08,18-24,0
ORD-01037,2025-05-14,C1101,20,South,Website,Portable Speaker,Audio,3,2209.88,0.2,5303.71,4839.65,Organic,UPI,4,5,No,464.06,0.0875,2025-05,18-24,0
ORD-01038,2025-11-12,C1224,35,East,Website,Wireless Mouse,Accessories,4,772.56,0.15,2626.7,2132.26,Search Ads,Debit Card,3,5,No,494.44,0.1882,2025-11,35-44,0
ORD-01039,2025-03-27,C1380,29,South,Retail Store,Bluetooth Headphones,Audio,2,2612.2,0.2,4179.52,3761.56,Influencer,Credit Card,3,3,No,417.96,0.1,2025-03,25-34,0
ORD-01040,2025-11-05,C1237,53,North,Mobile App,Bluetooth Headphones,Audio,1,2348.72,0.05,2231.28,1691.07,Organic,Cash,4,5,No,540.21,0.2421,2025-11,45-54,0
ORD-01041,2025-04-06,C1257,50,North,Website,Smart Watch,Wearables,1,6299.72,0.1,5669.75,4724.79,Organic,Credit Card,5,5,No,944.96,0.1667,2025-04,45-54,0
ORD-01042,2026-03-18,C1328,56,East,Mobile App,Mechanical Keyboard,Accessories,1,3358.04,0.0,3358.04,2350.63,Influencer,Credit Card,5,5,No,1007.41,0.3,2026-03,55+,0
ORD-01043,2025-01-01,C1207,51,West,Mobile App,Laptop Stand,Office,1,1307.62,0.15,1111.48,823.8,Organic,Net Banking,1,4,No,287.68,0.2588,2025-01,45-54,0
ORD-01044,2026-01-20,C1189,37,West,Website,Laptop Stand,Office,3,1210.34,0.15,3086.37,2287.54,Festive Sale,Net Banking,3,3,No,798.83,0.2588,2026-01,35-44,0
ORD-01045,2025-06-03,C1327,27,North,Website,Mechanical Keyboard,Accessories,1,3462.91,0.0,3462.91,2424.04,Search Ads,Net Banking,4,4,No,1038.87,0.3,2025-06,25-34,0
ORD-01046,2025-05-06,C1239,41,North,Retail Store,USB-C Hub,Accessories,4,1888.78,0.25,5666.34,4986.37,Email Offer,UPI,3,5,No,679.97,0.12,2025-05,35-44,0
ORD-01047,2025-05-06,C1151,40,North,Website,USB-C Hub,Accessories,1,1770.82,0.25,1328.12,1168.74,Email Offer,UPI,8,5,No,159.38,0.12,2025-05,35-44,0
ORD-01048,2025-06-30,C1288,35,South,Website,Mechanical Keyboard,Accessories,1,3635.79,0.15,3090.42,2545.05,Festive Sale,Cash,5,2,No,545.37,0.1765,2025-06,35-44,0
ORD-01049,2025-07-10,C1146,41,West,Website,Wireless Mouse,Accessories,3,814.57,0.15,2077.15,1686.15,Referral,Net Banking,5,2,No,391.0,0.1882,2025-07,35-44,0
ORD-01050,2026-01-26,C1226,58,North,Retail Store,Wireless Mouse,Accessories,1,819.53,0.15,696.6,565.48,Referral,UPI,5,3,No,131.12,0.1882,2026-01,55+,0
ORD-01051,2025-11-12,C1292,30,East,Website,Webcam Pro,Office,1,2852.41,0.15,2424.55,2025.21,Festive Sale,Credit Card,5,4,No,399.34,0.1647,2025-11,25-34,0
ORD-01052,2025-01-01,C1085,61,South,Retail Store,Bluetooth Headphones,Audio,1,2486.33,0.15,2113.38,1790.16,Festive Sale,Debit Card,5,4,Yes,323.22,0.1529,2025-01,55+,1
ORD-01053,2025-11-12,C1380,39,West,Retail Store,Mechanical Keyboard,Accessories,1,3716.87,0.2,2973.5,2601.81,Organic,Cash,5,4,No,371.69,0.125,2025-11,35-44,0
ORD-01054,2025-09-24,C1261,37,South,Website,Laptop Stand,Office,1,1263.28,0.15,1073.79,795.87,Referral,UPI,6,4,No,277.92,0.2588,2025-09,35-44,0
ORD-01055,2025-10-30,C1128,47,East,Website,Laptop Stand,Office,1,1378.13,0.05,1309.22,868.22,Search Ads,Net Banking,3,5,No,441.0,0.3368,2025-10,45-54,0
ORD-01056,2025-08-03,C1161,21,East,Website,Mechanical Keyboard,Accessories,1,3256.21,0.15,2767.78,2279.35,Influencer,Net Banking,2,4,No,488.43,0.1765,2025-08,18-24,0
ORD-01057,2025-08-31,C1203,55,East,Retail Store,Wireless Mouse,Accessories,1,853.69,0.25,640.27,589.05,Email Offer,Debit Card,4,3,No,51.22,0.08,2025-08,55+,0
ORD-01058,2025-03-23,C1277,45,West,Retail Store,Mechanical Keyboard,Accessories,1,3223.83,0.0,3223.83,2256.68,Influencer,Credit Card,5,4,No,967.15,0.3,2025-03,45-54,0
ORD-01059,2025-01-27,C1359,40,West,Website,Wireless Mouse,Accessories,1,822.73,0.1,740.46,567.69,Influencer,UPI,4,4,No,172.77,0.2333,2025-01,35-44,0
ORD-01060,2025-10-26,C1252,24,North,Mobile App,Bluetooth Headphones,Audio,3,2657.76,0.05,7574.62,5740.76,Search Ads,UPI,5,3,No,1833.86,0.2421,2025-10,18-24,0
ORD-01061,2026-03-02,C1359,50,South,Website,Laptop Stand,Office,2,1328.82,0.1,2391.88,1674.31,Search Ads,Credit Card,4,2,No,717.57,0.3,2026-03,45-54,0
ORD-01062,2025-12-22,C1206,44,West,Website,Portable Speaker,Audio,1,2271.36,0.1,2044.22,1658.09,Influencer,Debit Card,3,5,No,386.13,0.1889,2025-12,35-44,0
ORD-01063,2025-04-18,C1230,26,West,Website,Smart Watch,Wearables,1,5660.83,0.1,5094.75,4245.62,Festive Sale,Credit Card,4,3,No,849.13,0.1667,2025-04,25-34,0
ORD-01064,2026-01-03,C1364,31,West,Website,Portable Speaker,Audio,4,2229.85,0.2,7135.52,6511.15,Influencer,Credit Card,1,5,No,624.37,0.0875,2026-01,25-34,0
ORD-01065,2025-07-20,C1238,60,East,Website,Smart Watch,Wearables,1,6298.97,0.15,5354.12,4724.23,Email Offer,Net Banking,5,5,No,629.89,0.1176,2025-07,55+,0
ORD-01066,2025-12-04,C1172,27,South,Website,Mechanical Keyboard,Accessories,3,3491.66,0.1,9427.48,7332.49,Email Offer,Cash,2,2,No,2094.99,0.2222,2025-12,25-34,0
ORD-01067,2025-09-11,C1176,57,South,Mobile App,Laptop Stand,Office,1,1270.05,0.0,1270.05,800.13,Influencer,Credit Card,1,4,Yes,469.92,0.37,2025-09,55+,1
ORD-01068,2025-04-19,C1271,55,East,Mobile App,USB-C Hub,Accessories,3,1908.38,0.2,4580.11,3778.59,Referral,UPI,4,4,No,801.52,0.175,2025-04,55+,0
ORD-01069,2025-08-21,C1033,48,West,Website,Laptop Stand,Office,1,1325.4,0.15,1126.59,835.0,Organic,Credit Card,1,5,No,291.59,0.2588,2025-08,45-54,0
ORD-01070,2025-06-11,C1297,34,West,Website,Smart Watch,Wearables,3,6160.67,0.0,18482.01,13861.5,Search Ads,UPI,4,4,Yes,4620.51,0.25,2025-06,25-34,1
ORD-01071,2025-04-24,C1280,44,South,Website,Portable Speaker,Audio,1,2211.41,0.0,2211.41,1614.33,Referral,Cash,3,1,No,597.08,0.27,2025-04,35-44,0
ORD-01072,2025-12-06,C1121,42,West,Retail Store,Wireless Mouse,Accessories,1,834.75,0.2,667.8,575.98,Referral,Credit Card,1,4,No,91.82,0.1375,2025-12,35-44,0
ORD-01073,2025-01-08,C1384,34,North,Website,Webcam Pro,Office,1,2821.4,0.1,2539.26,2003.19,Festive Sale,Credit Card,4,3,No,536.07,0.2111,2025-01,25-34,0
ORD-01074,2026-01-09,C1328,22,East,Website,USB-C Hub,Accessories,4,1957.2,0.1,7045.92,5167.02,Organic,UPI,5,2,No,1878.9,0.2667,2026-01,18-24,0
ORD-01075,2025-05-03,C1393,52,East,Retail Store,Bluetooth Headphones,Audio,1,2347.64,0.15,1995.49,1690.3,Referral,Debit Card,3,4,No,305.19,0.1529,2025-05,45-54,0
ORD-01076,2026-02-08,C1318,23,East,Website,Bluetooth Headphones,Audio,3,2589.09,0.2,6213.82,5592.43,Referral,Credit Card,3,5,No,621.39,0.1,2026-02,18-24,0
ORD-01077,2025-09-25,C1388,45,West,Retail Store,Smart Watch,Wearables,2,6338.31,0.2,10141.3,9507.46,Festive Sale,Cash,4,2,No,633.84,0.0625,2025-09,45-54,0
ORD-01078,2025-11-23,C1199,38,North,Retail Store,Portable Speaker,Audio,2,2294.29,0.15,3900.29,3349.67,Organic,UPI,3,4,No,550.62,0.1412,2025-11,35-44,0
ORD-01079,2025-08-20,C1384,18,North,Mobile App,Smart Watch,Wearables,1,5844.2,0.1,5259.78,4383.15,Influencer,Cash,6,5,No,876.63,0.1667,2025-08,18-24,0
ORD-01080,2025-10-15,C1062,57,South,Mobile App,Bluetooth Headphones,Audio,2,2603.59,0.2,4165.74,3749.17,Influencer,Debit Card,5,5,No,416.57,0.1,2025-10,55+,0
ORD-01081,2025-05-06,C1071,62,West,Website,Laptop Stand,Office,3,1333.26,0.0,3999.78,2519.86,Referral,UPI,5,3,No,1479.92,0.37,2025-05,55+,0
ORD-01082,2025-09-29,C1168,29,North,Mobile App,Mechanical Keyboard,Accessories,2,3768.43,0.1,6783.17,5275.8,Festive Sale,Cash,5,5,No,1507.37,0.2222,2025-09,25-34,0
ORD-01083,2025-11-03,C1094,54,East,Website,Bluetooth Headphones,Audio,5,2654.3,0.1,11944.35,9555.48,Referral,Cash,4,3,No,2388.87,0.2,2025-11,45-54,0
ORD-01084,2026-03-16,C1216,23,East,Retail Store,Bluetooth Headphones,Audio,2,2423.79,0.1,4362.82,3490.25,Email Offer,Credit Card,5,4,No,872.57,0.2,2026-03,18-24,0
ORD-01085,2025-02-05,C1055,34,North,Website,Bluetooth Headphones,Audio,1,2461.41,0.15,2092.2,1772.22,Referral,Credit Card,5,3,No,319.98,0.1529,2025-02,25-34,0
ORD-01086,2025-04-05,C1350,50,North,Mobile App,Bluetooth Headphones,Audio,2,2594.11,0.05,4928.81,3735.51,Search Ads,Cash,3,3,No,1193.3,0.2421,2025-04,45-54,0
ORD-01087,2026-03-25,C1199,30,South,Mobile App,Laptop Stand,Office,1,1322.54,0.15,1124.16,833.2,Search Ads,Cash,7,5,No,290.96,0.2588,2026-03,25-34,0
ORD-01088,2025-05-28,C1255,18,South,Mobile App,Laptop Stand,Office,3,1329.83,0.15,3391.07,2513.38,Referral,Debit Card,7,5,No,877.69,0.2588,2025-05,18-24,0
ORD-01089,2025-12-20,C1119,33,South,Mobile App,USB-C Hub,Accessories,2,1963.13,0.05,3729.95,2591.33,Search Ads,Debit Card,3,5,No,1138.62,0.3053,2025-12,25-34,0
ORD-01090,2025-02-27,C1229,27,South,Mobile App,Wireless Mouse,Accessories,3,778.72,0.1,2102.54,1611.95,Email Offer,Debit Card,3,3,No,490.59,0.2333,2025-02,25-34,0
ORD-01091,2025-06-16,C1326,27,West,Mobile App,Webcam Pro,Office,2,2855.79,0.15,4854.84,4055.22,Influencer,Credit Card,6,3,No,799.62,0.1647,2025-06,25-34,0
ORD-01092,2025-09-08,C1031,47,East,Website,Portable Speaker,Audio,1,2044.68,0.15,1737.98,1492.62,Email Offer,Debit Card,1,4,No,245.36,0.1412,2025-09,45-54,0
ORD-01093,2025-03-14,C1233,40,East,Website,Laptop Stand,Office,2,1208.65,0.15,2054.7,1522.9,Organic,Net Banking,5,4,No,531.8,0.2588,2025-03,35-44,0
ORD-01094,2025-05-19,C1197,32,West,Website,USB-C Hub,Accessories,4,1943.12,0.0,7772.48,5129.85,Search Ads,Credit Card,7,5,No,2642.63,0.34,2025-05,25-34,0
ORD-01095,2025-02-26,C1159,43,East,Mobile App,Laptop Stand,Office,2,1302.43,0.1,2344.37,1641.06,Influencer,Debit Card,5,1,No,703.31,0.3,2025-02,35-44,0
ORD-01096,2026-02-19,C1168,62,South,Mobile App,Smart Watch,Wearables,5,6439.2,0.0,32196.0,24147.01,Search Ads,UPI,3,5,No,8048.99,0.25,2026-02,55+,0
ORD-01097,2025-09-04,C1140,55,South,Website,Smart Watch,Wearables,1,6187.15,0.15,5259.08,4640.37,Referral,Debit Card,5,3,No,618.71,0.1176,2025-09,55+,0
ORD-01098,2025-02-19,C1389,33,West,Mobile App,Webcam Pro,Office,3,2930.33,0.2,7032.79,6241.59,Festive Sale,Cash,2,4,No,791.2,0.1125,2025-02,25-34,0
ORD-01099,2025-01-09,C1274,22,North,Mobile App,Bluetooth Headphones,Audio,1,2485.84,0.15,2112.96,1789.8,Festive Sale,Credit Card,1,2,No,323.16,0.1529,2025-01,18-24,0
ORD-01100,2025-04-22,C1330,55,North,Website,Mechanical Keyboard,Accessories,1,3774.06,0.1,3396.65,2641.84,Email Offer,Debit Card,3,5,No,754.81,0.2222,2025-04,55+,0
